source_table_index,PREFIX,VARIABLE_NAME,DESCRIPTION,LOCATION_CODE,SCOPE
85,SH_05_,NON_HOSPITAL_ADDR_ZIP,Address - ZIPCode,SCHED-H-PART-05-SECTION-D-COL-01,PC
85,SH_05_,NON_HOSPITAL_NAME_L1,Name - BusinessNameLine1,SCHED-H-PART-05-SECTION-D-COL-01,PC
85,SH_05_,NON_HOSPITAL_NAME_L2,Name - BusinessNameLine2,SCHED-H-PART-05-SECTION-D-COL-01,PC
85,SH_05_,NON_HOSPITAL_FACILITY_TYPE,Other Facilities - Facility type,SCHED-H-PART-05-SECTION-D-COL-02,PC
86,SH_05_,EXPLANATION_TEXT,Form; part and line number reference explanation,SCHED-H-PART-06; SCHED-H-PART-05-SECTION-C,PC
86,SH_05_,FORM_LINE_REFERENCE,Form; part and line number reference,SCHED-H-PART-06; SCHED-H-PART-05-SECTION-C,PC
86,SH_05_,IDENTIFIER,Supplemental Information Detail - Identifier,SCHED-H-PART-06,PC
87,SH_06_,EXPLANATION_TEXT,Form990 Schedule HPart VI - Explanation,SCHED-H-PART-06,PC
87,SH_06_,IDENTIFIER,Form990 Schedule HPart VI - Identifier,SCHED-H-PART-06,PC
87,SH_06_,RETURN_REFERENCE,Return reference,SCHED-H-PART-06,PC
87,SH_06_,EXPLANATION_ADDITIONAL,Additional explanations (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_FACILITY_TYPE,Form990 Schedule HPart VI - Part V (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_01_L3C,Part I; line 3c (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_01_L6A,Part I; line 6a (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_01_L7_f,Part I; line 7; column(f) (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_01_L7,Part I; line 7 (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_01_L7G,Part I; line 7g (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_03_L4,Part III; line 4 (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_03_L8,Part III; line 8 (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_PART_03_L9B,Part III; line 9b (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-01,PC
87,SH_06_,EXPLANATION_NEED_ASSESS,Needs assessment (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-02,PC
87,SH_06_,EXPLANATION_PATIENT_EDU,Patient education reference assistance (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-03,PC
87,SH_06_,EXPLANATION_COM_INFO,Community information (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-04,PC
87,SH_06_,EXPLANATION_COM_BLDG_ACT,Community building activities (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-05,PC
87,SH_06_,EXPLANATION_OTH_INFO,Other information (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-06,PC
87,SH_06_,EXPLANATION_HEALTH_SYSTEM,Affiliated health care system (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-07,PC
87,SH_06_,EXPLANATION_REP_STATES,Reports filed with states (see SH-FORM-VERSION-2009-PART-06),SCHED-H-PART-06-LINE-08,PC
88,SH_99_,CHNA_AVBL_REQUEST_X,Needs assessment available upon request (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-05C,PC
88,SH_99_,CHNA_NEED_ADOPT_IMP_X,Adoption of implementation strategy (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06A,PC
88,SH_99_,CHNA_NEED_EXECUTE_IMP_X,Execution of implementation strategy (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06B,PC
88,SH_99_,CHNA_NEED_DEVELOP_PLAN_X,Development of community benefit plan (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06C,PC
88,SH_99_,CHNA_NEED_PARTICIPA_PLAN_X,Participation in community-wide benefit plan (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06D,PC
88,SH_99_,CHNA_NEED_INCL_PLAN_X,Inclusion in operational plans (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06E,PC
88,SH_99_,CHNA_NEED_ADOPT_BUDGET_X,Operational of budget (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06F,PC
88,SH_99_,CHNA_NEED_PRIORITIZA_X,Prioritization of health needs (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06G,PC
88,SH_99_,CHNA_NEED_PRIORITIZA_SVC_X,Prioritization of health services (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06H,PC
88,SH_99_,CHNA_NEED_OTH_X,Other needs addressed (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-06I,PC
88,SH_99_,CHNA_NEED_ALL_ADDRESSED_X,All needs addressed? (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-07,PC
88,SH_99_,FAP_USE_FPG_FREE_CARE_PCT,Percentage of FPG used to determine free care (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-10,PC
88,SH_99_,FAP_USE_FPG_FREE_CARE_X,Policy uses FPG determine free care? (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-10,PC
88,SH_99_,FAP_USE_FPG_DCNT_CARE_PCT,Percentage of FPG used to determine discount care (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-11,PC
88,SH_99_,FAP_USE_FPG_DCNT_CARE_X,Policy uses FPG determine discounted care? (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-11,PC
88,SH_99_,FAP_FACTOR_INCOME_X,Income level basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12A,PC
88,SH_99_,FAP_FACTOR_ASSET_X,Asset level basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12B,PC
88,SH_99_,FAP_FACTOR_INDIGENCY_X,Medical indigency basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12C,PC
88,SH_99_,FAP_FACTOR_INSURANCE_X,Insurance status basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12D,PC
88,SH_99_,FAP_FACTOR_UNINSURED_X,Uninsured discount basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12E,PC
88,SH_99_,FAP_FACTOR_MEDICAID_X,Medicaid/Medicare basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12F,PC
88,SH_99_,FAP_FACTOR_STATE_REG_X,State regulation basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12G,PC
88,SH_99_,FAP_FACTOR_RESIDENCY_X,Residency basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12H,PC
88,SH_99_,FAP_FACTOR_OTH_X,Form990 Schedule HPart VSection B - Other basis (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-12I,PC
88,SH_99_,FAP_PROV_PUBLICITY_X,Policy includes publicity measures? (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14,PC
88,SH_99_,FAP_PROV_WEBSITE_X,Posted on own website (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14A,PC
88,SH_99_,FAP_PROV_ATTACH_INVOICE_X,Attached to invoices (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14B,PC
88,SH_99_,FAP_PROV_EMERGENCY_ROOM_X,Posted in emergency room or waiting room (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14C,PC
88,SH_99_,FAP_PROV_ADM_OFFICE_X,Posted in admissions office (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14D,PC
88,SH_99_,FAP_PROV_ADM_X,Provided upon admission (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14E,PC
88,SH_99_,FAP_PROV_REQUEST_X,Financial assistance policy available upon request (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14F,PC
88,SH_99_,FAP_PROV_OTH_X,Other publicity (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-14G,PC
88,SH_99_,BILL_PERMIT_LAWSUIT_X,Lawsuit permitted (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-16B,PC
88,SH_99_,BILL_PERMIT_LIEN_X,Lien on residence permitted (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-16C,PC
88,SH_99_,BILL_PERMIT_BODY_ATTACH_X,Body attachment permitted (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-16D,PC
88,SH_99_,FAP_AVBL_NOTICE_DISPLAY_X,Notice of availability of FAP displayed throughout hospital facility (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-16G,PC
88,SH_99_,BILL_3RD_PARTY_LAWSUIT_X,Lawsuit engaged (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-17B,PC
88,SH_99_,BILL_3RD_PARTY_LIEN_X,Lien on residence engaged (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-17C,PC
88,SH_99_,BILL_3RD_PARTY_BODY_X,Body attachment engaged (see SH-FORM-VERSION-2013-PART-05),SCHED-H-PART-99-SECTION-B-LINE-17D,PC
88,SH_99_,BILL_NOTIFIED_ADM_X,Notified upon admission (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-20A,PC
88,SH_99_,BILL_NOTIFIED_DISCHARGE_X,Notified prior to discharge (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-20B,PC
88,SH_99_,BILL_NOTIFIED_PATIENT_X,Notified patients in communications (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-20C,PC
88,SH_99_,BILL_NOTIFIED_DOC_X,Documented determination (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-20D,PC
88,SH_99_,BILL_NOTIFIED_OTH_ACT_X,Other action taken (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-20E,PC
88,SH_99_,CHARGE_LOW_RATE_X,Charged amount in excess of lowest negotiated rates? (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-22A,PC
88,SH_99_,CHARGE_AVE_RATE_X,Charged amount in excess of average negotiated rates? (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-22B,PC
88,SH_99_,CHARGE_MT_MEDICARE_RATE_X,Charged more than medicare rate? (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-22C,PC
88,SH_99_,CHARGE_OTH_METHOD_X,Used other method (see SH-FORM-VERSION-2015-PART-05),SCHED-H-PART-99-SECTION-B-LINE-22D,PC
89,SI_01_,GRANT_RECORD_MAINT_X,Does the organization maintain records to substantiate the amount of the grants or assistance; the grantees’ eligibility for the grants or assistance; and the selection criteria used to award the grants or assistance?,SCHED-I-PART-01-LINE-01,PC
90,SI_02_,GRANT_US_ORG_501C3_TOT,Enter total number of 501(c)(3) and government organizations,SCHED-I-PART-02-LINE-02,PC
90,SI_02_,GRANT_US_ORG_OTH_TOT,Enter total number of other organizations,SCHED-I-PART-02-LINE-03,PC
91,SI_02_,GRANT_US_ORG_ADDR_CITY,Address Foreign - City,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_ADDR_CNTR,Address Foreign - Country,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_ADDR_L1,Address Foreign - AddressLine1,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_ADDR_L2,Address Foreign - AddressLine2,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_ADDR_STATE,Province or state,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_ADDR_ZIP,Address Foreign - Postal code,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_NAME_L1,Recipient Name Business - BusinessNameLine1,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_NAME_L2,Recipient Name Business - BusinessNameLine2,SCHED-I-PART-02-LINE-01-COL-A,PC
91,SI_02_,GRANT_US_ORG_EIN,EIN of recipient,SCHED-I-PART-02-LINE-01-COL-B,PC
91,SI_02_,GRANT_US_ORG_IRC_SECTION,IRC code section if applicable,SCHED-I-PART-02-LINE-01-COL-C,PC
91,SI_02_,GRANT_US_ORG_AMT_CASH,Amount of cash grant,SCHED-I-PART-02-LINE-01-COL-D,PC
91,SI_02_,GRANT_US_ORG_AMT_NONCSH,Amount of non-cash assistance,SCHED-I-PART-02-LINE-01-COL-E,PC
91,SI_02_,GRANT_US_ORG_MOV,Method of valuation (book. FMV; appraisal; other),SCHED-I-PART-02-LINE-01-COL-F,PC
91,SI_02_,GRANT_US_ORG_DESC_NONCSH,Description of non-cash grant,SCHED-I-PART-02-LINE-01-COL-G,PC
91,SI_02_,GRANT_US_ORG_PURPOSE,Purpose of grant,SCHED-I-PART-02-LINE-01-COL-H,PC
92,SI_03_,GRANT_US_INDIV_TYPE_GRANT,Type of grant or assistance,SCHED-I-PART-03-COL-A,PC
92,SI_03_,GRANT_US_INDIV_NUM,Number of recipients,SCHED-I-PART-03-COL-B,PC
92,SI_03_,GRANT_US_INDIV_AMT_CASH,Amount of cash grant,SCHED-I-PART-03-COL-C,PC
92,SI_03_,GRANT_US_INDIV_AMT_NONCSH,Amount of non-cash assistance,SCHED-I-PART-03-COL-D,PC
92,SI_03_,GRANT_US_INDIV_MOV,Method of valuation (book; FMV; appraisal; other),SCHED-I-PART-03-COL-E,PC
92,SI_03_,GRANT_US_INDIV_DESC_NONCSH,Description of non-cash assistance,SCHED-I-PART-03-COL-F,PC
93,SI_04_,EXPLANATION_TEXT,Form990 Schedule IPart IV - Explanation,SCHED-I-PART-04,PC
93,SI_04_,FORM_LINE_REFERENCE,Form; part and line number reference,SCHED-I-PART-04,PC
93,SI_04_,IDENTIFIER,Form990 Schedule IPart IV - Identifier,SCHED-I-PART-04,PC
93,SI_04_,RETURN_REFERENCE,Return reference,SCHED-I-PART-04,PC
94,SI_99_,GRANT_US_ORG_LT_5K_X,Check this box if no one recipient received more than $5;000 (see SI-FORM-VERSION-2011-PART-02),SCHED-I-PART-99-LINE-00,PC
95,SJ_01_,COMP_PROV_CLUB_DUE_FEE_X,Club dues or fees,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_DISCRETIONARY_X,Discretionary spending account,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_FIRST_CLASS_X,First class or charter travel,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_HOUSING_ALLOW_X,Housing allowance or residence,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_INDEMNIFY_X,Idemnification and gross-up payments,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_PERSONAL_SVC_X,Personal services,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_TRAVEL_X,Travel for companions,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_PROV_USE_RESIDENCE_X,Payments for use of residence,SCHED-J-PART-01-LINE-01A,PC
95,SJ_01_,COMP_WRITTEN_POLICY_X,Written policy reference T and E expenses?,SCHED-J-PART-01-LINE-01B,PC
95,SJ_01_,COMP_SUBSTANTIATION_REQ_X,Substantiation required?,SCHED-J-PART-01-LINE-02,PC
95,SJ_01_,COMP_METHOD_BOARD_APPROV_X,Board or committee approval,SCHED-J-PART-01-LINE-03,PC
95,SJ_01_,COMP_METHOD_COMMITTEE_X,Compensation committee,SCHED-J-PART-01-LINE-03,PC
95,SJ_01_,COMP_METHOD_CONSULTANT_X,Independent consultant,SCHED-J-PART-01-LINE-03,PC
95,SJ_01_,COMP_METHOD_EMPL_KONTR_X,Written employment contract,SCHED-J-PART-01-LINE-03,PC
95,SJ_01_,COMP_METHOD_OTH_ORG_990_X,Form 990 of other organizations,SCHED-J-PART-01-LINE-03,PC
95,SJ_01_,COMP_METHOD_SURVEY_X,Compensation survey,SCHED-J-PART-01-LINE-03,PC
95,SJ_01_,COMP_PAY_SEVERANCE_X,Severance payment?,SCHED-J-PART-01-LINE-04A,PC
95,SJ_01_,COMP_PAY_RETIREMENT_PLAN_X,Supplemental nonqualified retirement plan?,SCHED-J-PART-01-LINE-04B,PC
95,SJ_01_,COMP_PAY_EQUITY_BASED_X,Equity based compensation arrangement?,SCHED-J-PART-01-LINE-04C,PC
95,SJ_01_,COMP_CONTINGENT_REV_ORG_X,Compensation based on revenue of filing org?,SCHED-J-PART-01-LINE-05A,PC
95,SJ_01_,COMP_CONTINGENT_REV_RLTD_X,Compensation based on revenue of related orgs?,SCHED-J-PART-01-LINE-05B,PC
95,SJ_01_,COMP_CONTINGENT_NET_ORG_X,Compensation based on net earnings of filing org?,SCHED-J-PART-01-LINE-06A,PC
95,SJ_01_,COMP_CONTINGENT_NET_RLTD_X,Compensation based on net earnings of related orgs?,SCHED-J-PART-01-LINE-06B,PC
95,SJ_01_,COMP_NON_FIXED_PAYMENT_X,Any non-fixed payments?,SCHED-J-PART-01-LINE-07,PC
95,SJ_01_,COMP_KONTR_EXCEPTION_X,Initial contract exception?,SCHED-J-PART-01-LINE-08,PC
95,SJ_01_,COMP_REBUTTABLE_PROC_X,Rebuttable presumption procedure?,SCHED-J-PART-01-LINE-09,PC
96,SJ_02_,COMP_DTK_NAME_ORG_L1,Name Business - BusinessNameLine1,SCHED-J-PART-02-COL-A,PC
96,SJ_02_,COMP_DTK_NAME_ORG_L2,Name Business - BusinessNameLine2,SCHED-J-PART-02-COL-A,PC
96,SJ_02_,COMP_DTK_NAME_PERS,Name of officer - person,SCHED-J-PART-02-COL-A,PC
96,SJ_02_,COMP_DTK_TITLE,Form990 Schedule JPart II - Title,SCHED-J-PART-02-COL-A,PC
96,SJ_02_,COMP_DTK_BASE_ORG,"Base compensation (\() from filing organization </td>  <td style=""text-align:left;""> SCHED-J-PART-02-COL-B(I)-LINE-(I) </td>  <td style=""text-align:left;""> PC </td>  </tr>  <tr>  <td style=""text-align:left;""> SJ_02_ </td>  <td style=""text-align:left;""> <b>COMP_DTK_BASE_RLTD</b> </td>  <td style=""text-align:left;""> Compensation based on related organizations? </td>  <td style=""text-align:left;""> SCHED-J-PART-02-COL-B(I)-LINE-(II) </td>  <td style=""text-align:left;""> PC </td>  </tr>  <tr>  <td style=""text-align:left;""> SJ_02_ </td>  <td style=""text-align:left;""> <b>COMP_DTK_BONUS_ORG</b> </td>  <td style=""text-align:left;""> Bonus and incentive compensation (\)) from filing organization",SCHED-J-PART-02-COL-B(II)-LINE-(I),PC
96,SJ_02_,COMP_DTK_BONUS_RLTD,"Bonus and incentive compensation (\() from related organizations </td>  <td style=""text-align:left;""> SCHED-J-PART-02-COL-B(II)-LINE-(II) </td>  <td style=""text-align:left;""> PC </td>  </tr>  <tr>  <td style=""text-align:left;""> SJ_02_ </td>  <td style=""text-align:left;""> <b>COMP_DTK_OTH_ORG</b> </td>  <td style=""text-align:left;""> Other compensation (\)) from filing organization",SCHED-J-PART-02-COL-B(III)-LINE-(I),PC
96,SJ_02_,COMP_DTK_OTH_RLTD,"Other compensation (\() from realted organizations </td>  <td style=""text-align:left;""> SCHED-J-PART-02-COL-B(III)-LINE-(II) </td>  <td style=""text-align:left;""> PC </td>  </tr>  <tr>  <td style=""text-align:left;""> SJ_02_ </td>  <td style=""text-align:left;""> <b>COMP_DTK_DEFERRED_ORG</b> </td>  <td style=""text-align:left;""> Deferred compensation (\)) from filing organization",SCHED-J-PART-02-COL-C-LINE-(I),PC
96,SJ_02_,COMP_DTK_DEFERRED_RLTD,"Deferred compensation (\() from related organizations </td>  <td style=""text-align:left;""> SCHED-J-PART-02-COL-C-LINE-(II) </td>  <td style=""text-align:left;""> PC </td>  </tr>  <tr>  <td style=""text-align:left;""> SJ_02_ </td>  <td style=""text-align:left;""> <b>COMP_DTK_BENFIT_ORG</b> </td>  <td style=""text-align:left;""> Nontaxable benefits (\)) from filing organization",SCHED-J-PART-02-COL-D-LINE-(I),PC
96,SJ_02_,COMP_DTK_BENFIT_RLTD,Nontaxable benefits ($) from related organizations,SCHED-J-PART-02-COL-D-LINE-(II),PC
96,SJ_02_,COMP_DTK_TOT_ORG,Total of (B)(i) - (D); from filing org,SCHED-J-PART-02-COL-E-LINE-(I),PC
96,SJ_02_,COMP_DTK_TOT_RLTD,Total of (B)(i) - (D); from related orgs,SCHED-J-PART-02-COL-E-LINE-(II),PC
96,SJ_02_,COMP_DTK_PRIOR_990_ORG,Comp reported prior 990 - from filing org,SCHED-J-PART-02-COL-F-LINE-(I),PC
96,SJ_02_,COMP_DTK_PRIOR_990_RLTD,Comp reported prior 990 - from related orgs,SCHED-J-PART-02-COL-F-LINE-(II),PC
97,SJ_03_,EXPLANATION_TEXT,Form990 Schedule JPart III - Explanation,SCHED-J-PART-03,PC
97,SJ_03_,FORM_LINE_REFERENCE,Form; Part and line number reference,SCHED-J-PART-03,PC
97,SJ_03_,IDENTIFIER,Form990 Schedule JPart III - Identifier,SCHED-J-PART-03,PC
97,SJ_03_,RETURN_REFERENCE,Return reference,SCHED-J-PART-03,PC
98,SK_01_,BOND_ISSUE_REFERENCE_NUM,Bond issue reference number (A-D),SCHED-K-PART-01,PC
98,SK_01_,BOND_ISSUER_NAME_L1,Issuer Name - BusinessNameLine1,SCHED-K-PART-01-COL-A,PC
98,SK_01_,BOND_ISSUER_NAME_L2,Issuer Name - BusinessNameLine2,SCHED-K-PART-01-COL-A,PC
98,SK_01_,BOND_ISSUER_EIN,Form990 Schedule KPart I - Issuer EIN,SCHED-K-PART-01-COL-B,PC
98,SK_01_,BOND_ISSUE_CUSIP_NUM,Form990 Schedule KPart I - CUSIP number,SCHED-K-PART-01-COL-C,PC
98,SK_01_,BOND_ISSUE_DATE,Form990 Schedule KPart I - Date issued,SCHED-K-PART-01-COL-D,PC
98,SK_01_,BOND_ISSUE_PRICE,Form990 Schedule KPart I - Issue price,SCHED-K-PART-01-COL-E,PC
98,SK_01_,BOND_ISSUE_PURPOSE_DESC,Description of purpose,SCHED-K-PART-01-COL-F,PC
98,SK_01_,BOND_ISSUE_DEFEASED_X,Form990 Schedule KPart I - Defeased?,SCHED-K-PART-01-COL-G,PC
98,SK_01_,BOND_ISSUER_ON_BEHALF_OF_X,On behalf of issuer?,SCHED-K-PART-01-COL-H,PC
98,SK_01_,BOND_ISSUE_POOL_FIN_X,Pool financing?,SCHED-K-PART-01-COL-I,PC
99,SK_02_,BOND_ISSUE_REFERENCE_NUM,Bond issue reference number (A-D),SCHED-K-PART-02-LINE-00,PC
99,SK_02_,BOND_PROCEED_AMT_RETIRED,Amount of bonds retired,SCHED-K-PART-02-LINE-01,PC
99,SK_02_,BOND_PROCEED_AMT_DEFEASED,Amount of bonds defeased,SCHED-K-PART-02-LINE-02,PC
99,SK_02_,BOND_PROCEED_TOT,Total proceeds,SCHED-K-PART-02-LINE-03,PC
99,SK_02_,BOND_PROCEED_RESERVE_FUND,Amount in reserve fund,SCHED-K-PART-02-LINE-04,PC
99,SK_02_,BOND_PROCEED_INT_CAP,Capitalized interest from proceeds,SCHED-K-PART-02-LINE-05,PC
99,SK_02_,BOND_PROCEED_REFUND_ESCROW,Proceeds in refunding escrow,SCHED-K-PART-02-LINE-06,PC
99,SK_02_,BOND_PROCEED_ISSUANCE_COST,Issuance costs from proceeds,SCHED-K-PART-02-LINE-07,PC
99,SK_02_,BOND_PROCEED_CREDIT_ENHANC,Credit enhancement from proceeds,SCHED-K-PART-02-LINE-08,PC
99,SK_02_,BOND_PROCEED_CAP_EXP_WORK,Working capital expenditures,SCHED-K-PART-02-LINE-09,PC
99,SK_02_,BOND_PROCEED_CAP_EXP,Capital expenditures,SCHED-K-PART-02-LINE-10,PC
99,SK_02_,BOND_PROCEED_OTH_SPENT,Other spent proceeds,SCHED-K-PART-02-LINE-11,PC
99,SK_02_,BOND_PROCEED_OTH_UNSPENT,Amount unspent,SCHED-K-PART-02-LINE-12,PC
99,SK_02_,BOND_PROCEED_Y_COMPLETION,Year of substantial completion,SCHED-K-PART-02-LINE-13,PC
99,SK_02_,BOND_PROCEED_REFUND_CURR_X,Current refunding?,SCHED-K-PART-02-LINE-14,PC
99,SK_02_,BOND_PROCEED_REFUND_ADVC_X,Advance refunding?,SCHED-K-PART-02-LINE-15,PC
99,SK_02_,BOND_PROCEED_ALLOC_FINAL_X,Final allocation made?,SCHED-K-PART-02-LINE-16,PC
99,SK_02_,BOND_PROCEED_BOOK_RECORD_X,Adequate books and records maintained?,SCHED-K-PART-02-LINE-17,PC
100,SK_03_,BOND_ISSUE_REFERENCE_NUM,Bond issue reference number (A-D),SCHED-K-PART-03-LINE-00,PC
100,SK_03_,BOND_BIZUSE_PTR_OWN_X,Partnership or LLC owning bond financed property?,SCHED-K-PART-03-LINE-01,PC
100,SK_03_,BOND_BIZUSE_LEASEARRANGE_X,Any lease arrangements?,SCHED-K-PART-03-LINE-02,PC
100,SK_03_,BOND_BIZUSE_MGMT_KONTR_X,Management contract for bond financed property?,SCHED-K-PART-03-LINE-03A,PC
100,SK_03_,BOND_BIZUSE_COUNS_KONTR_X,Bond Counsel routinely engaged to review management or service contracts?,SCHED-K-PART-03-LINE-03B,PC
100,SK_03_,BOND_BIZUSE_COUNS_ENGAGE_X,Bond counsel routinely engaged? (see SK-FORM-VERSION-2010-PART-03),SCHED-K-PART-03-LINE-03C,PC
100,SK_03_,BOND_BIZUSE_RSRCH_AGREE_X,Any research agreements?,SCHED-K-PART-03-LINE-03C,PC
100,SK_03_,BOND_BIZUSE_COUNS_RSRCH_X,Bond Counsel routinely engaged to review management or service contracts?,SCHED-K-PART-03-LINE-03D,PC
100,SK_03_,BOND_BIZUSE_PCT_BY_OTH,Percentage of private business use by others,SCHED-K-PART-03-LINE-04,PC
100,SK_03_,BOND_BIZUSE_PCT_UBIZ,Percentage of private business concerning UBI,SCHED-K-PART-03-LINE-05,PC
