output_column,source_family,rows_total,rows_nonnull,fill_rate,distinct_nonnull_count,column_group,example_source_column
gt__FFSIMFTOTAL,nccs_efile,3866,0,0.0,0,source_native,FFSIMFTOTAL
gt__FFSIMFTOTAL,nccs_postcard,3461,0,0.0,0,source_native,FFSIMFTOTAL
gt__FILEREIN,givingtuesday_datamart,4381,4381,1.0,2238,source_native,FILEREIN
gt__FILEREIN,nccs_bmf,29793,0,0.0,0,source_native,FILEREIN
gt__FILEREIN,nccs_efile,3866,0,0.0,0,source_native,FILEREIN
gt__FILEREIN,nccs_postcard,3461,0,0.0,0,source_native,FILEREIN
gt__FILERFOR1,givingtuesday_datamart,4381,0,0.0,0,source_native,FILERFOR1
gt__FILERFOR1,nccs_bmf,29793,0,0.0,0,source_native,FILERFOR1
gt__FILERFOR1,nccs_efile,3866,0,0.0,0,source_native,FILERFOR1
gt__FILERFOR1,nccs_postcard,3461,0,0.0,0,source_native,FILERFOR1
gt__FILERFOR2,givingtuesday_datamart,4381,0,0.0,0,source_native,FILERFOR2
gt__FILERFOR2,nccs_bmf,29793,0,0.0,0,source_native,FILERFOR2
gt__FILERFOR2,nccs_efile,3866,0,0.0,0,source_native,FILERFOR2
gt__FILERFOR2,nccs_postcard,3461,0,0.0,0,source_native,FILERFOR2
gt__FILERFORCITY,givingtuesday_datamart,4381,0,0.0,0,source_native,FILERFORCITY
gt__FILERFORCITY,nccs_bmf,29793,0,0.0,0,source_native,FILERFORCITY
gt__FILERFORCITY,nccs_efile,3866,0,0.0,0,source_native,FILERFORCITY
gt__FILERFORCITY,nccs_postcard,3461,0,0.0,0,source_native,FILERFORCITY
gt__FILERFORCTRY,givingtuesday_datamart,4381,0,0.0,0,source_native,FILERFORCTRY
gt__FILERFORCTRY,nccs_bmf,29793,0,0.0,0,source_native,FILERFORCTRY
gt__FILERFORCTRY,nccs_efile,3866,0,0.0,0,source_native,FILERFORCTRY
gt__FILERFORCTRY,nccs_postcard,3461,0,0.0,0,source_native,FILERFORCTRY
gt__FILERFORPOST,givingtuesday_datamart,4381,0,0.0,0,source_native,FILERFORPOST
gt__FILERFORPOST,nccs_bmf,29793,0,0.0,0,source_native,FILERFORPOST
gt__FILERFORPOST,nccs_efile,3866,0,0.0,0,source_native,FILERFORPOST
gt__FILERFORPOST,nccs_postcard,3461,0,0.0,0,source_native,FILERFORPOST
gt__FILERFORSTATE,givingtuesday_datamart,4381,0,0.0,0,source_native,FILERFORSTATE
gt__FILERFORSTATE,nccs_bmf,29793,0,0.0,0,source_native,FILERFORSTATE
gt__FILERFORSTATE,nccs_efile,3866,0,0.0,0,source_native,FILERFORSTATE
gt__FILERFORSTATE,nccs_postcard,3461,0,0.0,0,source_native,FILERFORSTATE
gt__FILERNAME1,givingtuesday_datamart,4381,4381,1.0,2293,source_native,FILERNAME1
gt__FILERNAME1,nccs_bmf,29793,0,0.0,0,source_native,FILERNAME1
gt__FILERNAME1,nccs_efile,3866,0,0.0,0,source_native,FILERNAME1
gt__FILERNAME1,nccs_postcard,3461,0,0.0,0,source_native,FILERNAME1
gt__FILERNAME2,givingtuesday_datamart,4381,636,0.1451723350833143,276,source_native,FILERNAME2
gt__FILERNAME2,nccs_bmf,29793,0,0.0,0,source_native,FILERNAME2
gt__FILERNAME2,nccs_efile,3866,0,0.0,0,source_native,FILERNAME2
gt__FILERNAME2,nccs_postcard,3461,0,0.0,0,source_native,FILERNAME2
gt__FILERNAMECTRL,givingtuesday_datamart,4381,4381,1.0,1008,source_native,FILERNAMECTRL
gt__FILERNAMECTRL,nccs_bmf,29793,0,0.0,0,source_native,FILERNAMECTRL
gt__FILERNAMECTRL,nccs_efile,3866,0,0.0,0,source_native,FILERNAMECTRL
gt__FILERNAMECTRL,nccs_postcard,3461,0,0.0,0,source_native,FILERNAMECTRL
gt__FILERPHONE,givingtuesday_datamart,4381,1531,0.3494635927870349,848,source_native,FILERPHONE
gt__FILERPHONE,nccs_bmf,29793,0,0.0,0,source_native,FILERPHONE
gt__FILERPHONE,nccs_efile,3866,0,0.0,0,source_native,FILERPHONE
gt__FILERPHONE,nccs_postcard,3461,0,0.0,0,source_native,FILERPHONE
gt__FILERUS1,givingtuesday_datamart,4381,4381,1.0,2259,source_native,FILERUS1
gt__FILERUS1,nccs_bmf,29793,0,0.0,0,source_native,FILERUS1
gt__FILERUS1,nccs_efile,3866,0,0.0,0,source_native,FILERUS1
gt__FILERUS1,nccs_postcard,3461,0,0.0,0,source_native,FILERUS1
gt__FILERUS2,givingtuesday_datamart,4381,21,0.004793426158411321,14,source_native,FILERUS2
gt__FILERUS2,nccs_bmf,29793,0,0.0,0,source_native,FILERUS2
gt__FILERUS2,nccs_efile,3866,0,0.0,0,source_native,FILERUS2
gt__FILERUS2,nccs_postcard,3461,0,0.0,0,source_native,FILERUS2
gt__FILERUSCITY,givingtuesday_datamart,4381,4381,1.0,176,source_native,FILERUSCITY
gt__FILERUSCITY,nccs_bmf,29793,0,0.0,0,source_native,FILERUSCITY
gt__FILERUSCITY,nccs_efile,3866,0,0.0,0,source_native,FILERUSCITY
gt__FILERUSCITY,nccs_postcard,3461,0,0.0,0,source_native,FILERUSCITY
gt__FILERUSSTATE,givingtuesday_datamart,4381,4381,1.0,4,source_native,FILERUSSTATE
gt__FILERUSSTATE,nccs_bmf,29793,0,0.0,0,source_native,FILERUSSTATE
gt__FILERUSSTATE,nccs_efile,3866,0,0.0,0,source_native,FILERUSSTATE
gt__FILERUSSTATE,nccs_postcard,3461,0,0.0,0,source_native,FILERUSSTATE
gt__FILERUSZIP,givingtuesday_datamart,4381,4381,1.0,124,source_native,FILERUSZIP
gt__FILERUSZIP,nccs_bmf,29793,0,0.0,0,source_native,FILERUSZIP
gt__FILERUSZIP,nccs_efile,3866,0,0.0,0,source_native,FILERUSZIP
gt__FILERUSZIP,nccs_postcard,3461,0,0.0,0,source_native,FILERUSZIP
gt__FILESCHEA,givingtuesday_datamart,4381,1093,0.2494864186258845,3,source_native,FILESCHEA
gt__FILESCHEA,nccs_bmf,29793,0,0.0,0,source_native,FILESCHEA
gt__FILESCHEA,nccs_efile,3866,0,0.0,0,source_native,FILESCHEA
gt__FILESCHEA,nccs_postcard,3461,0,0.0,0,source_native,FILESCHEA
gt__FINALRRETURN,givingtuesday_datamart,4381,30,0.006847751654873316,1,source_native,FINALRRETURN
gt__FINALRRETURN,nccs_bmf,29793,0,0.0,0,source_native,FINALRRETURN
gt__FINALRRETURN,nccs_efile,3866,0,0.0,0,source_native,FINALRRETURN
gt__FINALRRETURN,nccs_postcard,3461,0,0.0,0,source_native,FINALRRETURN
gt__FOPRTOGOBOOD,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,FOPRTOGOBOOD
gt__FOPRTOGOBOOD,nccs_bmf,29793,0,0.0,0,source_native,FOPRTOGOBOOD
gt__FOPRTOGOBOOD,nccs_efile,3866,0,0.0,0,source_native,FOPRTOGOBOOD
gt__FOPRTOGOBOOD,nccs_postcard,3461,0,0.0,0,source_native,FOPRTOGOBOOD
gt__FOREGRANTOTA,givingtuesday_datamart,4381,639,0.14585711024880163,55,source_native,FOREGRANTOTA
gt__FOREGRANTOTA,nccs_bmf,29793,0,0.0,0,source_native,FOREGRANTOTA
gt__FOREGRANTOTA,nccs_efile,3866,0,0.0,0,source_native,FOREGRANTOTA
gt__FOREGRANTOTA,nccs_postcard,3461,0,0.0,0,source_native,FOREGRANTOTA
gt__FOREIGOFFICE,givingtuesday_datamart,4381,1407,0.32115955261355855,5,source_native,FOREIGOFFICE
gt__FOREIGOFFICE,nccs_bmf,29793,0,0.0,0,source_native,FOREIGOFFICE
gt__FOREIGOFFICE,nccs_efile,3866,0,0.0,0,source_native,FOREIGOFFICE
gt__FOREIGOFFICE,nccs_postcard,3461,0,0.0,0,source_native,FOREIGOFFICE
gt__FORMATIONORM,givingtuesday_datamart,4381,2283,0.5211139009358594,124,source_native,FORMATIONORM
gt__FORMATIONORM,nccs_bmf,29793,0,0.0,0,source_native,FORMATIONORM
gt__FORMATIONORM,nccs_efile,3866,0,0.0,0,source_native,FORMATIONORM
gt__FORMATIONORM,nccs_postcard,3461,0,0.0,0,source_native,FORMATIONORM
gt__FUNDDIREEXPE,givingtuesday_datamart,4381,624,0.142433234421365,543,source_native,FUNDDIREEXPE
gt__FUNDDIREEXPE,nccs_bmf,29793,0,0.0,0,source_native,FUNDDIREEXPE
gt__FUNDDIREEXPE,nccs_efile,3866,0,0.0,0,source_native,FUNDDIREEXPE
gt__FUNDDIREEXPE,nccs_postcard,3461,0,0.0,0,source_native,FUNDDIREEXPE
gt__FUNDGROSINCO,givingtuesday_datamart,4381,826,0.188541428897512,333,source_native,FUNDGROSINCO
gt__FUNDGROSINCO,nccs_bmf,29793,0,0.0,0,source_native,FUNDGROSINCO
gt__FUNDGROSINCO,nccs_efile,3866,0,0.0,0,source_native,FUNDGROSINCO
gt__FUNDGROSINCO,nccs_postcard,3461,0,0.0,0,source_native,FUNDGROSINCO
gt__FUNDRAEVENTS,givingtuesday_datamart,4381,510,0.11641177813284638,428,source_native,FUNDRAEVENTS
gt__FUNDRAEVENTS,nccs_bmf,29793,0,0.0,0,source_native,FUNDRAEVENTS
gt__FUNDRAEVENTS,nccs_efile,3866,0,0.0,0,source_native,FUNDRAEVENTS
gt__FUNDRAEVENTS,nccs_postcard,3461,0,0.0,0,source_native,FUNDRAEVENTS
gt__FUNDRAEXPENS,givingtuesday_datamart,4381,2313,0.5279616525907327,905,source_native,FUNDRAEXPENS
gt__FUNDRAEXPENS,nccs_bmf,29793,0,0.0,0,source_native,FUNDRAEXPENS
gt__FUNDRAEXPENS,nccs_efile,3866,0,0.0,0,source_native,FUNDRAEXPENS
gt__FUNDRAEXPENS,nccs_postcard,3461,0,0.0,0,source_native,FUNDRAEXPENS
gt__FileSha256,givingtuesday_datamart,4381,4381,1.0,4381,source_native,FileSha256
gt__FileSha256,nccs_bmf,29793,0,0.0,0,source_native,FileSha256
gt__FileSha256,nccs_efile,3866,0,0.0,0,source_native,FileSha256
gt__FileSha256,nccs_postcard,3461,0,0.0,0,source_native,FileSha256
gt__GAMIGROSINCO,givingtuesday_datamart,4381,286,0.06528189910979229,63,source_native,GAMIGROSINCO
gt__GAMIGROSINCO,nccs_bmf,29793,0,0.0,0,source_native,GAMIGROSINCO
gt__GAMIGROSINCO,nccs_efile,3866,0,0.0,0,source_native,GAMIGROSINCO
gt__GAMIGROSINCO,nccs_postcard,3461,0,0.0,0,source_native,GAMIGROSINCO
gt__GOVERNGRANTS,givingtuesday_datamart,4381,968,0.22095412006391235,848,source_native,GOVERNGRANTS
gt__GOVERNGRANTS,nccs_bmf,29793,0,0.0,0,source_native,GOVERNGRANTS
gt__GOVERNGRANTS,nccs_efile,3866,0,0.0,0,source_native,GOVERNGRANTS
gt__GOVERNGRANTS,nccs_postcard,3461,0,0.0,0,source_native,GOVERNGRANTS
gt__GRAALLPAITOT,givingtuesday_datamart,4381,1046,0.23875827436658298,535,source_native,GRAALLPAITOT
gt__GRAALLPAITOT,nccs_bmf,29793,0,0.0,0,source_native,GRAALLPAITOT
gt__GRAALLPAITOT,nccs_efile,3866,0,0.0,0,source_native,GRAALLPAITOT
gt__GRAALLPAITOT,nccs_postcard,3461,0,0.0,0,source_native,GRAALLPAITOT
gt__GRANTOORORGA,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,GRANTOORORGA
gt__GRANTOORORGA,nccs_bmf,29793,0,0.0,0,source_native,GRANTOORORGA
gt__GRANTOORORGA,nccs_efile,3866,0,0.0,0,source_native,GRANTOORORGA
gt__GRANTOORORGA,nccs_postcard,3461,0,0.0,0,source_native,GRANTOORORGA
gt__GRASIMAMOPAI,givingtuesday_datamart,4381,488,0.11139009358593928,308,source_native,GRASIMAMOPAI
gt__GRASIMAMOPAI,nccs_bmf,29793,0,0.0,0,source_native,GRASIMAMOPAI
gt__GRASIMAMOPAI,nccs_efile,3866,0,0.0,0,source_native,GRASIMAMOPAI
gt__GRASIMAMOPAI,nccs_postcard,3461,0,0.0,0,source_native,GRASIMAMOPAI
gt__GRATODDOMTOT,givingtuesday_datamart,4381,909,0.20748687514266148,376,source_native,GRATODDOMTOT
gt__GRATODDOMTOT,nccs_bmf,29793,0,0.0,0,source_native,GRATODDOMTOT
gt__GRATODDOMTOT,nccs_efile,3866,0,0.0,0,source_native,GRATODDOMTOT
gt__GRATODDOMTOT,nccs_postcard,3461,0,0.0,0,source_native,GRATODDOMTOT
gt__GROINCFUNEVE,givingtuesday_datamart,4381,645,0.14722666057977632,544,source_native,GROINCFUNEVE
gt__GROINCFUNEVE,nccs_bmf,29793,0,0.0,0,source_native,GROINCFUNEVE
gt__GROINCFUNEVE,nccs_efile,3866,0,0.0,0,source_native,GROINCFUNEVE
gt__GROINCFUNEVE,nccs_postcard,3461,0,0.0,0,source_native,GROINCFUNEVE
gt__GROSSRRECEIP,givingtuesday_datamart,4381,1412,0.3223008445560374,1358,source_native,GROSSRRECEIP
gt__GROSSRRECEIP,nccs_bmf,29793,0,0.0,0,source_native,GROSSRRECEIP
gt__GROSSRRECEIP,nccs_efile,3866,0,0.0,0,source_native,GROSSRRECEIP
gt__GROSSRRECEIP,nccs_postcard,3461,0,0.0,0,source_native,GROSSRRECEIP
gt__GROUEXEMNUMU,givingtuesday_datamart,4381,67,0.015293312029217073,33,source_native,GROUEXEMNUMU
gt__GROUEXEMNUMU,nccs_bmf,29793,0,0.0,0,source_native,GROUEXEMNUMU
gt__GROUEXEMNUMU,nccs_efile,3866,0,0.0,0,source_native,GROUEXEMNUMU
gt__GROUEXEMNUMU,nccs_postcard,3461,0,0.0,0,source_native,GROUEXEMNUMU
gt__GRPAEOOYY,givingtuesday_datamart,4381,135,0.030814882446929925,39,source_native,GRPAEOOYY
gt__GRPAEOOYY,nccs_bmf,29793,0,0.0,0,source_native,GRPAEOOYY
gt__GRPAEOOYY,nccs_efile,3866,0,0.0,0,source_native,GRPAEOOYY
gt__GRPAEOOYY,nccs_postcard,3461,0,0.0,0,source_native,GRPAEOOYY
gt__GRSIAMCYY,givingtuesday_datamart,4381,2993,0.6831773567678612,1109,source_native,GRSIAMCYY
gt__GRSIAMCYY,nccs_bmf,29793,0,0.0,0,source_native,GRSIAMCYY
gt__GRSIAMCYY,nccs_efile,3866,0,0.0,0,source_native,GRSIAMCYY
gt__GRSIAMCYY,nccs_postcard,3461,0,0.0,0,source_native,GRSIAMCYY
gt__IFIBPTRCOLUM,givingtuesday_datamart,4381,507,0.11572700296735905,3,source_native,IFIBPTRCOLUM
gt__IFIBPTRCOLUM,nccs_bmf,29793,0,0.0,0,source_native,IFIBPTRCOLUM
gt__IFIBPTRCOLUM,nccs_efile,3866,0,0.0,0,source_native,IFIBPTRCOLUM
gt__IFIBPTRCOLUM,nccs_postcard,3461,0,0.0,0,source_native,IFIBPTRCOLUM
gt__IISOPIII,givingtuesday_datamart,4381,418,0.09541200639123487,1,source_native,IISOPIII
gt__IISOPIII,nccs_bmf,29793,0,0.0,0,source_native,IISOPIII
gt__IISOPIII,nccs_efile,3866,0,0.0,0,source_native,IISOPIII
gt__IISOPIII,nccs_postcard,3461,0,0.0,0,source_native,IISOPIII
gt__IISOPIV,givingtuesday_datamart,4381,39,0.008902077151335312,1,source_native,IISOPIV
gt__IISOPIV,nccs_bmf,29793,0,0.0,0,source_native,IISOPIV
gt__IISOPIV,nccs_efile,3866,0,0.0,0,source_native,IISOPIV
gt__IISOPIV,nccs_postcard,3461,0,0.0,0,source_native,IISOPIV
gt__IISOPVI,givingtuesday_datamart,4381,6,0.0013695503309746632,1,source_native,IISOPVI
gt__IISOPVI,nccs_bmf,29793,0,0.0,0,source_native,IISOPVI
gt__IISOPVI,nccs_efile,3866,0,0.0,0,source_native,IISOPVI
gt__IISOPVI,nccs_postcard,3461,0,0.0,0,source_native,IISOPVI
gt__INCARENM,givingtuesday_datamart,4381,121,0.027619265007989044,92,source_native,INCARENM
gt__INCARENM,nccs_bmf,29793,0,0.0,0,source_native,INCARENM
gt__INCARENM,nccs_efile,3866,0,0.0,0,source_native,INCARENM
gt__INCARENM,nccs_postcard,3461,0,0.0,0,source_native,INCARENM
gt__INFOTECHTOTA,givingtuesday_datamart,4381,1247,0.2846382104542342,837,source_native,INFOTECHTOTA
gt__INFOTECHTOTA,nccs_bmf,29793,0,0.0,0,source_native,INFOTECHTOTA
gt__INFOTECHTOTA,nccs_efile,3866,0,0.0,0,source_native,INFOTECHTOTA
gt__INFOTECHTOTA,nccs_postcard,3461,0,0.0,0,source_native,INFOTECHTOTA
gt__ININSCOPPAV,givingtuesday_datamart,4381,209,0.047706003195617436,1,source_native,ININSCOPPAV
gt__ININSCOPPAV,nccs_bmf,29793,0,0.0,0,source_native,ININSCOPPAV
gt__ININSCOPPAV,nccs_efile,3866,0,0.0,0,source_native,ININSCOPPAV
gt__ININSCOPPAV,nccs_postcard,3461,0,0.0,0,source_native,ININSCOPPAV
gt__ININTORECOOL,givingtuesday_datamart,4381,2042,0.46610362930837707,1682,source_native,ININTORECOOL
gt__ININTORECOOL,nccs_bmf,29793,0,0.0,0,source_native,ININTORECOOL
gt__ININTORECOOL,nccs_efile,3866,0,0.0,0,source_native,ININTORECOOL
gt__ININTORECOOL,nccs_postcard,3461,0,0.0,0,source_native,ININTORECOOL
gt__INITIARETURN,givingtuesday_datamart,4381,140,0.03195617438940881,1,source_native,INITIARETURN
gt__INITIARETURN,nccs_bmf,29793,0,0.0,0,source_native,INITIARETURN
gt__INITIARETURN,nccs_efile,3866,0,0.0,0,source_native,INITIARETURN
gt__INITIARETURN,nccs_postcard,3461,0,0.0,0,source_native,INITIARETURN
gt__INREFOPUCHHR,givingtuesday_datamart,4381,9,0.002054325496461995,1,source_native,INREFOPUCHHR
gt__INREFOPUCHHR,nccs_bmf,29793,0,0.0,0,source_native,INREFOPUCHHR
gt__INREFOPUCHHR,nccs_efile,3866,0,0.0,0,source_native,INREFOPUCHHR
gt__INREFOPUCHHR,nccs_postcard,3461,0,0.0,0,source_native,INREFOPUCHHR
gt__INTERETOTALO,givingtuesday_datamart,4381,1216,0.2775622004108651,745,source_native,INTERETOTALO
gt__INTERETOTALO,nccs_bmf,29793,0,0.0,0,source_native,INTERETOTALO
gt__INTERETOTALO,nccs_efile,3866,0,0.0,0,source_native,INTERETOTALO
gt__INTERETOTALO,nccs_postcard,3461,0,0.0,0,source_native,INTERETOTALO
gt__JOCORPINPRSE,givingtuesday_datamart,4381,45,0.010271627482309975,2,source_native,JOCORPINPRSE
gt__JOCORPINPRSE,nccs_bmf,29793,0,0.0,0,source_native,JOCORPINPRSE
gt__JOCORPINPRSE,nccs_efile,3866,0,0.0,0,source_native,JOCORPINPRSE
gt__JOCORPINPRSE,nccs_postcard,3461,0,0.0,0,source_native,JOCORPINPRSE
gt__JOINTCCOSTSO,givingtuesday_datamart,4381,19,0.004336909381419767,1,source_native,JOINTCCOSTSO
gt__JOINTCCOSTSO,nccs_bmf,29793,0,0.0,0,source_native,JOINTCCOSTSO
gt__JOINTCCOSTSO,nccs_efile,3866,0,0.0,0,source_native,JOINTCCOSTSO
gt__JOINTCCOSTSO,nccs_postcard,3461,0,0.0,0,source_native,JOINTCCOSTSO
gt__LEGAFEESTOTA,givingtuesday_datamart,4381,1156,0.2638666971011185,644,source_native,LEGAFEESTOTA
gt__LEGAFEESTOTA,nccs_bmf,29793,0,0.0,0,source_native,LEGAFEESTOTA
gt__LEGAFEESTOTA,nccs_efile,3866,0,0.0,0,source_native,LEGAFEESTOTA
gt__LEGAFEESTOTA,nccs_postcard,3461,0,0.0,0,source_native,LEGAFEESTOTA
gt__LOTOOFDQQPP,givingtuesday_datamart,4381,3104,0.7085140378908925,4,source_native,LOTOOFDQQPP
gt__LOTOOFDQQPP,nccs_bmf,29793,0,0.0,0,source_native,LOTOOFDQQPP
gt__LOTOOFDQQPP,nccs_efile,3866,0,0.0,0,source_native,LOTOOFDQQPP
gt__LOTOOFDQQPP,nccs_postcard,3461,0,0.0,0,source_native,LOTOOFDQQPP
gt__MACHTOORETDO,givingtuesday_datamart,4381,1430,0.3264094955489614,4,source_native,MACHTOORETDO
gt__MACHTOORETDO,nccs_bmf,29793,0,0.0,0,source_native,MACHTOORETDO
gt__MACHTOORETDO,nccs_efile,3866,0,0.0,0,source_native,MACHTOORETDO
gt__MACHTOORETDO,nccs_postcard,3461,0,0.0,0,source_native,MACHTOORETDO
gt__MALOTOFROFFF,givingtuesday_datamart,4381,1430,0.3264094955489614,4,source_native,MALOTOFROFFF
gt__MALOTOFROFFF,nccs_bmf,29793,0,0.0,0,source_native,MALOTOFROFFF
gt__MALOTOFROFFF,nccs_efile,3866,0,0.0,0,source_native,MALOTOFROFFF
gt__MALOTOFROFFF,nccs_postcard,3461,0,0.0,0,source_native,MALOTOFROFFF
gt__MANAGENEEXPE,givingtuesday_datamart,4381,2320,0.5295594613102032,1857,source_native,MANAGENEEXPE
gt__MANAGENEEXPE,nccs_bmf,29793,0,0.0,0,source_native,MANAGENEEXPE
gt__MANAGENEEXPE,nccs_efile,3866,0,0.0,0,source_native,MANAGENEEXPE
gt__MANAGENEEXPE,nccs_postcard,3461,0,0.0,0,source_native,MANAGENEEXPE
gt__MAONINLOEXXP,givingtuesday_datamart,4381,2351,0.5366354713535723,3,source_native,MAONINLOEXXP
gt__MAONINLOEXXP,nccs_bmf,29793,0,0.0,0,source_native,MAONINLOEXXP
gt__MAONINLOEXXP,nccs_efile,3866,0,0.0,0,source_native,MAONINLOEXXP
gt__MAONINLOEXXP,nccs_postcard,3461,0,0.0,0,source_native,MAONINLOEXXP
gt__MATEDIVEMISU,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,MATEDIVEMISU
gt__MATEDIVEMISU,nccs_bmf,29793,0,0.0,0,source_native,MATEDIVEMISU
gt__MATEDIVEMISU,nccs_efile,3866,0,0.0,0,source_native,MATEDIVEMISU
gt__MATEDIVEMISU,nccs_postcard,3461,0,0.0,0,source_native,MATEDIVEMISU
gt__MEMBERDUESUE,givingtuesday_datamart,4381,1115,0.2545081031727916,747,source_native,MEMBERDUESUE
gt__MEMBERDUESUE,nccs_bmf,29793,0,0.0,0,source_native,MEMBERDUESUE
gt__MEMBERDUESUE,nccs_efile,3866,0,0.0,0,source_native,MEMBERDUESUE
gt__MEMBERDUESUE,nccs_postcard,3461,0,0.0,0,source_native,MEMBERDUESUE
gt__MINUGOVEBODY,givingtuesday_datamart,4381,2439,0.5567222095412007,4,source_native,MINUGOVEBODY
gt__MINUGOVEBODY,nccs_bmf,29793,0,0.0,0,source_native,MINUGOVEBODY
gt__MINUGOVEBODY,nccs_efile,3866,0,0.0,0,source_native,MINUGOVEBODY
gt__MINUGOVEBODY,nccs_postcard,3461,0,0.0,0,source_native,MINUGOVEBODY
gt__NAFBBOY,givingtuesday_datamart,4381,1430,0.3264094955489614,1284,source_native,NAFBBOY
gt__NAFBBOY,nccs_bmf,29793,0,0.0,0,source_native,NAFBBOY
gt__NAFBBOY,nccs_efile,3866,0,0.0,0,source_native,NAFBBOY
gt__NAFBBOY,nccs_postcard,3461,0,0.0,0,source_native,NAFBBOY
gt__NAFBEOY,givingtuesday_datamart,4381,3869,0.883131705090162,3747,source_native,NAFBEOY
gt__NAFBEOY,nccs_bmf,29793,0,0.0,0,source_native,NAFBEOY
gt__NAFBEOY,nccs_efile,3866,0,0.0,0,source_native,NAFBEOY
gt__NAFBEOY,nccs_postcard,3461,0,0.0,0,source_native,NAFBEOY
gt__NBREVOTIMEMB,givingtuesday_datamart,4381,2439,0.5567222095412007,72,source_native,NBREVOTIMEMB
gt__NBREVOTIMEMB,nccs_bmf,29793,0,0.0,0,source_native,NBREVOTIMEMB
gt__NBREVOTIMEMB,nccs_efile,3866,0,0.0,0,source_native,NBREVOTIMEMB
gt__NBREVOTIMEMB,nccs_postcard,3461,0,0.0,0,source_native,NBREVOTIMEMB
gt__NBVOMEGOBOOD,givingtuesday_datamart,4381,2439,0.5567222095412007,68,source_native,NBVOMEGOBOOD
gt__NBVOMEGOBOOD,nccs_bmf,29793,0,0.0,0,source_native,NBVOMEGOBOOD
gt__NBVOMEGOBOOD,nccs_efile,3866,0,0.0,0,source_native,NBVOMEGOBOOD
gt__NBVOMEGOBOOD,nccs_postcard,3461,0,0.0,0,source_native,NBVOMEGOBOOD
gt__NIFFETRCOLUM,givingtuesday_datamart,4381,1032,0.23556265692764208,585,source_native,NIFFETRCOLUM
gt__NIFFETRCOLUM,nccs_bmf,29793,0,0.0,0,source_native,NIFFETRCOLUM
gt__NIFFETRCOLUM,nccs_efile,3866,0,0.0,0,source_native,NIFFETRCOLUM
gt__NIFFETRCOLUM,nccs_postcard,3461,0,0.0,0,source_native,NIFFETRCOLUM
gt__NONCASCONTRI,givingtuesday_datamart,4381,548,0.1250855968956859,445,source_native,NONCASCONTRI
gt__NONCASCONTRI,nccs_bmf,29793,0,0.0,0,source_native,NONCASCONTRI
gt__NONCASCONTRI,nccs_efile,3866,0,0.0,0,source_native,NONCASCONTRI
gt__NONCASCONTRI,nccs_postcard,3461,0,0.0,0,source_native,NONCASCONTRI
gt__O4947RTRPFFIINND,givingtuesday_datamart,4381,18,0.00410865099292399,1,source_native,O4947RTRPFFIINND
gt__O4947RTRPFFIINND,nccs_bmf,29793,0,0.0,0,source_native,O4947RTRPFFIINND
gt__O4947RTRPFFIINND,nccs_efile,3866,0,0.0,0,source_native,O4947RTRPFFIINND
gt__O4947RTRPFFIINND,nccs_postcard,3461,0,0.0,0,source_native,O4947RTRPFFIINND
gt__O501REXPFFIINND,givingtuesday_datamart,4381,493,0.11253138552841817,1,source_native,O501REXPFFIINND
gt__O501REXPFFIINND,nccs_bmf,29793,0,0.0,0,source_native,O501REXPFFIINND
gt__O501REXPFFIINND,nccs_efile,3866,0,0.0,0,source_native,O501REXPFFIINND
gt__O501REXPFFIINND,nccs_postcard,3461,0,0.0,0,source_native,O501REXPFFIINND
gt__O501RTAPFFIINND,givingtuesday_datamart,4381,1,0.00022825838849577722,1,source_native,O501RTAPFFIINND
gt__O501RTAPFFIINND,nccs_bmf,29793,0,0.0,0,source_native,O501RTAPFFIINND
gt__O501RTAPFFIINND,nccs_efile,3866,0,0.0,0,source_native,O501RTAPFFIINND
gt__O501RTAPFFIINND,nccs_postcard,3461,0,0.0,0,source_native,O501RTAPFFIINND
gt__OCCUPATOTALO,givingtuesday_datamart,4381,1879,0.4288975119835654,1657,source_native,OCCUPATOTALO
gt__OCCUPATOTALO,nccs_bmf,29793,0,0.0,0,source_native,OCCUPATOTALO
gt__OCCUPATOTALO,nccs_efile,3866,0,0.0,0,source_native,OCCUPATOTALO
gt__OCCUPATOTALO,nccs_postcard,3461,0,0.0,0,source_native,OCCUPATOTALO
gt__ODTKEITNOCPO50k,givingtuesday_datamart,4381,240,0.05478201323898653,3,source_native,ODTKEITNOCPO50k
gt__ODTKEITNOCPO50k,nccs_bmf,29793,0,0.0,0,source_native,ODTKEITNOCPO50k
gt__ODTKEITNOCPO50k,nccs_efile,3866,0,0.0,0,source_native,ODTKEITNOCPO50k
gt__ODTKEITNOCPO50k,nccs_postcard,3461,0,0.0,0,source_native,ODTKEITNOCPO50k
gt__ODTKEITNOEPO50K,givingtuesday_datamart,4381,263,0.06003195617438941,3,source_native,ODTKEITNOEPO50K
gt__ODTKEITNOEPO50K,nccs_bmf,29793,0,0.0,0,source_native,ODTKEITNOEPO50K
gt__ODTKEITNOEPO50K,nccs_efile,3866,0,0.0,0,source_native,ODTKEITNOEPO50K
gt__ODTKEITNOEPO50K,nccs_postcard,3461,0,0.0,0,source_native,ODTKEITNOEPO50K
